WN,0.0
AA,-2.0
DL,-2.0
F9,-3.0
OH,-3.0
B6,-3.0
MQ,-3.0
YV,-3.0
NK,-3.0
OO,-3.0
UA,-3.0
EV,-4.0
YX,-4.0
9E,-4.0
AS,-4.0
